,number_of_vehicles_involved,number_of_casualties,accident_severity,time_hours,day_of_week_encoded,driving_experience_encoded,educational_level_encoded,age_band_of_casualty_encoded,service_year_of_vehicle_encoded,age_band_of_driver_encoded,casualty_severity_encoded,cause_of_accident_encoded,type_of_vehicle_encoded,area_accident_occured_encoded,vehicle_movement_encoded,road_allignment_encoded,type_of_collision_encoded,pedestrian_movement_encoded,weather_conditions_encoded,types_of_junction_encoded,lanes_or_medians_encoded,road_surface_type_encoded,owner_of_vehicle_encoded,road_surface_conditions_encoded,casualty_class_encoded,light_conditions_encoded,sex_of_casualty_encoded,sex_of_driver_encoded
1850,2,1,Slight Injury,13,2,2,4,5,1,2,3,10,4,9,3,3,8,5,2,0,4,0,3,0,3,3,2,1
1851,2,1,Slight Injury,13,2,6,5,0,5,0,1,10,17,13,3,5,8,5,2,0,2,0,4,0,0,3,0,1
1852,1,1,Slight Injury,9,3,6,5,5,5,1,3,0,17,13,4,5,1,5,2,7,2,0,4,0,3,3,2,1
1853,2,2,Slight Injury,16,1,1,4,3,0,0,2,1,5,6,2,5,1,5,2,7,4,0,3,0,0,3,1,1
1854,2,2,Slight Injury,16,1,3,4,1,3,0,2,3,7,5,11,7,8,5,2,7,2,0,3,0,0,3,0,1
1855,1,1,Serious Injury,8,6,3,4,5,3,4,3,10,7,2,9,3,8,5,2,7,2,0,3,0,3,3,2,1
1856,2,1,Slight Injury,14,6,6,5,5,5,0,3,0,0,6,1,7,8,5,2,7,6,0,3,0,3,3,2,1
1857,2,1,Slight Injury,14,6,3,1,3,3,4,2,9,7,2,2,3,2,5,2,7,2,0,3,0,0,3,1,1
1858,1,1,Slight Injury,18,6,6,5,0,5,1,2,10,0,6,2,7,8,5,2,7,6,0,4,0,0,3,1,1
1859,2,1,Slight Injury,8,6,2,4,5,5,0,3,11,10,6,2,5,2,5,2,7,4,0,0,0,3,3,2,1
1860,2,1,Slight Injury,8,6,3,4,5,0,4,3,0,5,12,9,5,8,5,2,7,2,0,3,0,3,3,2,1
1861,2,2,Serious Injury,13,6,3,2,1,4,0,2,10,17,9,7,5,8,5,2,1,2,0,3,0,0,3,0,1
1862,2,2,Serious Injury,13,6,6,5,1,5,4,2,3,0,6,3,7,2,5,2,1,6,0,3,0,0,3,1,1
1863,1,1,Slight Injury,14,6,2,1,1,5,4,2,12,17,11,4,5,8,5,2,1,6,0,3,0,0,3,0,1
1864,2,1,Slight Injury,16,6,3,1,3,5,1,1,1,5,7,2,5,8,5,2,1,2,0,3,0,2,3,0,1
1865,2,1,Slight Injury,16,6,4,4,0,5,4,1,9,17,9,2,5,2,5,2,1,4,0,3,0,1,3,1,1
1866,2,1,Slight Injury,19,0,1,4,4,5,0,1,12,5,6,2,5,2,5,2,2,4,0,3,0,1,3,1,1
1867,2,1,Slight Injury,19,0,1,4,0,5,0,1,11,15,6,2,5,8,5,2,2,4,0,3,0,1,3,1,1
1868,1,1,Serious Injury,13,4,2,2,5,5,4,3,0,5,9,2,5,8,5,2,0,4,0,3,0,3,3,2,1
1869,2,1,Slight Injury,18,4,6,4,0,5,2,2,0,5,6,2,5,8,5,2,7,4,0,3,0,2,3,1,1
1870,2,1,Slight Injury,18,4,4,5,3,5,4,2,5,7,6,2,5,8,5,2,7,4,0,3,0,0,3,1,1
1871,2,1,Slight Injury,18,4,3,1,5,5,1,3,9,14,6,2,5,8,5,2,7,5,0,3,0,3,3,2,1
1872,2,1,Slight Injury,18,4,4,1,5,5,1,3,1,14,6,2,5,8,5,2,7,2,0,3,0,3,3,2,1
1873,3,1,Slight Injury,11,6,2,4,5,5,1,3,1,5,7,4,5,8,5,4,7,4,0,3,3,3,3,2,1
1874,3,1,Slight Injury,11,6,2,4,5,5,3,3,10,5,7,3,5,8,5,4,7,2,0,3,3,3,3,2,1
1875,3,1,Slight Injury,11,6,6,5,5,1,1,3,9,7,7,2,5,8,5,4,7,2,0,3,3,3,3,2,1
1876,2,1,Slight Injury,18,2,0,4,4,1,1,2,10,0,9,3,5,8,5,2,7,1,0,3,0,0,3,1,1
1877,2,1,Slight Injury,18,2,2,2,0,1,0,2,3,17,12,2,6,8,5,2,7,4,0,3,0,0,3,1,1
1878,1,1,Slight Injury,10,3,2,4,0,1,1,2,11,15,9,3,6,8,5,2,0,4,0,3,0,0,3,0,1
1879,1,1,Slight Injury,19,1,2,4,5,1,1,3,12,5,6,11,5,8,5,2,1,2,0,3,0,3,3,2,1
1880,2,1,Slight Injury,18,1,2,4,5,5,1,3,9,7,2,2,5,8,5,2,0,1,0,3,0,3,3,2,1
1881,2,1,Slight Injury,18,1,3,4,0,5,0,2,1,0,7,2,5,8,5,2,0,4,0,3,0,1,3,0,1
1882,1,1,Slight Injury,20,1,2,4,1,1,1,2,10,11,7,2,5,8,5,2,1,1,0,3,0,0,3,0,1
1883,2,1,Slight Injury,18,6,5,4,3,2,0,2,3,14,7,2,5,8,5,2,0,2,0,3,0,1,3,1,1
1884,2,1,Slight Injury,18,6,4,0,0,5,4,2,0,0,7,4,5,8,5,2,0,2,0,3,0,0,3,1,1
1885,2,1,Slight Injury,16,5,2,1,5,5,1,3,9,5,6,2,5,2,5,2,7,4,0,3,0,3,3,2,1
1886,2,1,Slight Injury,16,5,2,1,3,5,1,2,10,7,6,3,5,8,5,2,7,3,0,3,0,0,3,0,1
1887,2,1,Slight Injury,17,5,2,4,5,5,0,3,1,10,9,3,5,1,5,2,0,4,0,3,0,3,3,2,1
1888,2,1,Slight Injury,17,5,2,2,3,5,0,1,12,7,6,3,5,8,6,2,0,1,0,3,0,2,3,1,1
1889,2,1,Slight Injury,7,6,2,4,5,5,1,3,7,7,9,2,5,2,5,2,0,2,0,3,0,3,3,2,1
1890,2,1,Slight Injury,7,6,1,4,5,5,0,3,10,12,6,2,5,8,5,2,0,4,0,3,0,3,3,2,1
1891,1,1,Slight Injury,15,2,2,6,0,5,4,2,10,5,7,2,5,8,5,2,1,2,0,3,0,0,3,1,1
1892,2,1,Slight Injury,18,2,3,4,0,5,0,2,0,5,6,2,5,8,5,2,7,1,0,3,0,0,3,1,1
1893,2,1,Slight Injury,18,2,0,4,4,5,0,2,12,8,12,4,5,8,5,2,7,4,0,3,0,1,3,1,1
1894,1,1,Slight Injury,14,0,4,6,1,5,0,2,3,4,9,2,5,8,5,2,0,1,0,3,0,0,3,0,1
1895,1,1,Slight Injury,10,0,0,1,1,5,1,2,1,0,6,2,5,6,5,2,7,4,0,3,0,0,3,0,1
1896,2,1,Slight Injury,17,0,2,4,1,5,0,2,10,0,9,2,5,2,5,2,7,4,0,3,0,0,3,1,1
1897,2,1,Slight Injury,17,0,0,4,5,5,4,3,1,4,6,7,5,8,5,2,7,4,0,3,0,3,3,2,0
1898,2,1,Slight Injury,13,0,2,1,0,1,1,2,10,6,6,3,5,8,5,2,1,2,0,3,0,0,3,1,1
1899,2,1,Slight Injury,13,0,1,4,0,5,1,2,5,5,9,2,5,2,1,2,1,4,0,3,0,2,3,0,1
1900,2,1,Serious Injury,10,4,4,4,0,5,0,2,0,14,7,2,5,8,5,2,1,2,0,3,0,0,3,1,1
1901,2,1,Serious Injury,10,4,2,6,0,3,4,2,7,0,4,7,5,8,5,2,1,4,0,3,0,1,3,0,1
1902,1,1,Slight Injury,8,5,2,6,5,5,1,3,14,7,6,2,5,8,5,2,7,2,0,3,0,3,3,2,1
1903,2,1,Slight Injury,14,5,2,4,5,5,1,3,3,7,1,7,5,8,5,2,7,2,0,1,0,3,3,2,1
1904,2,1,Slight Injury,14,5,1,4,0,0,0,2,16,15,9,4,5,8,5,2,7,2,0,3,0,0,3,1,1
1905,2,1,Slight Injury,11,5,3,4,4,3,0,2,10,0,9,11,5,8,5,2,7,4,0,3,0,1,3,0,1
1906,2,1,Slight Injury,11,5,2,4,0,2,0,2,17,3,2,2,3,1,5,2,7,4,0,3,0,1,3,0,1
1907,1,1,Slight Injury,18,5,3,4,1,2,0,2,3,3,9,2,5,8,1,2,1,4,0,3,0,2,3,0,1
1908,2,1,Slight Injury,18,6,1,4,1,5,0,1,11,5,13,2,5,2,5,2,0,6,0,3,0,0,3,1,1
1909,2,1,Slight Injury,18,6,4,4,5,2,0,3,10,5,7,2,5,8,5,2,0,4,0,3,0,3,3,2,1
1910,2,2,Slight Injury,2,4,4,4,4,5,0,2,12,4,7,2,5,8,5,2,1,3,0,3,0,0,0,1,1
1911,2,2,Slight Injury,2,4,2,4,5,5,0,3,7,0,2,2,5,8,5,2,1,3,0,3,0,3,0,2,1
1912,2,2,Slight Injury,2,4,1,4,4,5,4,2,11,15,7,2,5,8,1,2,1,3,0,0,0,2,0,1,0
1913,2,1,Slight Injury,6,3,4,1,5,5,0,3,1,7,2,2,5,8,5,2,0,3,0,3,0,3,3,2,1
1914,2,1,Slight Injury,6,3,1,4,4,5,1,2,9,0,2,2,5,8,1,2,0,2,5,3,0,2,3,1,1
1915,1,1,Serious Injury,17,4,2,4,4,3,0,2,0,0,7,2,5,8,5,2,0,4,0,3,0,2,3,1,1
1916,2,1,Slight Injury,11,2,3,2,4,2,0,2,10,0,7,2,5,8,0,2,7,4,0,0,0,2,3,0,1
1917,2,1,Slight Injury,11,2,3,2,1,2,2,2,3,0,12,2,5,8,5,2,7,6,0,3,0,0,3,0,1
1918,2,2,Slight Injury,12,3,2,4,0,3,1,2,5,11,9,2,5,2,5,2,1,4,0,3,0,0,3,0,1
1919,2,2,Slight Injury,12,3,0,1,5,0,1,3,3,4,7,2,5,8,5,2,1,2,0,4,0,3,3,2,1
1920,2,2,Slight Injury,12,3,2,1,3,3,4,2,3,5,6,2,5,2,5,2,1,4,0,3,0,0,3,1,0
1921,2,1,Slight Injury,17,4,2,4,3,3,1,2,1,5,9,3,5,8,5,2,7,4,0,3,0,1,3,1,1
1922,2,1,Slight Injury,17,4,0,4,5,3,1,3,10,14,7,2,3,8,5,2,7,1,0,3,0,3,3,2,1
1923,1,1,Slight Injury,20,3,2,4,0,3,4,2,3,7,9,2,5,7,5,2,1,2,0,3,0,0,3,0,1
1924,2,1,Slight Injury,8,5,3,2,4,2,0,2,11,0,9,2,5,1,5,2,0,4,0,3,0,2,3,1,1
1925,2,1,Slight Injury,8,5,4,5,4,5,4,2,10,8,9,11,5,8,5,2,0,2,0,3,0,0,3,1,1
1926,1,1,Slight Injury,17,6,2,6,1,0,4,1,9,6,7,9,5,8,5,2,1,6,0,3,0,0,3,1,1
1927,1,1,Slight Injury,0,2,3,0,4,2,0,1,9,0,7,2,5,8,5,2,0,4,0,3,0,1,0,0,1
1928,2,1,Slight Injury,16,3,4,2,5,2,0,3,12,8,7,2,5,1,5,2,7,1,0,3,0,3,3,2,1
1929,2,1,Slight Injury,16,3,0,4,4,0,0,2,10,6,3,2,5,2,5,2,7,4,0,3,0,1,3,1,1
1930,1,1,Slight Injury,15,4,3,4,4,1,1,1,9,14,9,2,5,7,5,2,1,4,0,3,0,0,3,1,1
1931,2,1,Slight Injury,0,2,3,4,5,2,1,3,1,5,9,2,5,8,5,2,2,1,0,3,0,3,0,2,1
1932,2,1,Slight Injury,0,2,3,4,5,2,1,3,9,15,9,2,5,7,5,2,2,4,0,3,0,3,0,2,1
1933,1,1,Slight Injury,10,2,5,4,0,0,4,2,1,0,7,2,5,7,5,2,1,2,0,3,0,0,3,0,1
1934,3,2,Slight Injury,14,3,0,4,0,0,1,2,3,3,6,2,5,7,5,2,1,2,0,3,0,0,3,1,1
1935,3,2,Slight Injury,14,3,0,3,5,1,0,3,1,0,7,2,5,8,5,2,1,6,0,3,0,3,3,2,1
1936,3,2,Slight Injury,14,3,4,4,0,5,3,2,10,9,6,9,5,8,3,2,1,0,0,3,0,2,3,0,1
1937,2,1,Slight Injury,13,1,0,4,1,5,1,2,9,4,9,11,5,2,5,2,7,2,0,3,0,2,3,0,1
1938,2,1,Slight Injury,13,1,1,4,0,5,0,2,3,8,6,7,1,2,5,2,7,0,0,3,0,0,3,1,1
1939,2,1,Slight Injury,20,1,2,5,5,5,4,3,10,5,6,4,5,8,5,2,0,0,0,3,0,3,3,2,1
1940,2,1,Slight Injury,20,1,3,5,1,5,0,2,12,7,7,2,5,8,5,2,0,0,0,1,0,0,3,0,1
1941,2,1,Slight Injury,11,3,1,4,1,5,0,2,1,0,6,2,5,8,5,2,7,2,0,3,0,0,3,1,1
1942,2,1,Slight Injury,11,3,3,1,5,5,0,3,9,3,6,9,5,8,5,2,7,5,0,3,0,3,3,2,1
1943,2,1,Serious Injury,13,6,2,6,5,5,3,3,5,4,6,4,5,8,5,2,7,1,3,0,0,3,3,2,1
1944,2,1,Serious Injury,13,6,6,5,0,5,0,2,1,3,7,2,5,6,5,2,7,4,0,3,0,0,3,0,1
1945,1,2,Serious Injury,8,5,2,4,5,5,0,3,12,0,9,2,5,8,5,2,0,5,0,3,0,3,3,2,1
1946,1,2,Serious Injury,8,5,4,4,5,1,0,3,0,15,9,4,1,2,5,2,0,2,0,3,0,3,3,2,1
1947,2,1,Slight Injury,7,5,1,4,5,2,0,3,3,15,2,2,5,1,5,2,1,2,0,3,0,3,3,2,1
1948,2,1,Slight Injury,7,5,1,1,3,2,1,2,11,3,7,9,5,8,5,2,1,2,0,3,0,0,3,0,1
1949,2,1,Slight Injury,14,6,1,4,1,5,4,2,11,4,9,2,5,8,5,2,7,2,0,3,0,0,3,0,1
1950,2,1,Slight Injury,14,6,1,4,0,1,0,2,1,4,7,9,5,8,5,2,7,4,0,3,0,0,3,1,1
1951,2,1,Slight Injury,2,4,2,4,1,1,1,2,6,3,9,2,5,8,5,2,7,4,0,3,0,0,0,1,1
1952,2,1,Slight Injury,2,4,2,4,5,1,0,3,0,16,9,3,5,8,5,2,7,2,0,3,0,3,0,2,1
1953,2,4,Slight Injury,16,4,3,4,5,2,2,3,0,3,7,11,5,8,5,2,0,2,1,3,0,3,3,2,2
1954,2,4,Slight Injury,16,4,2,1,1,5,2,2,4,3,7,2,5,8,5,2,0,2,0,4,0,0,3,0,1
1955,2,4,Slight Injury,16,4,2,4,4,5,2,2,0,10,7,2,5,2,5,2,0,4,0,3,0,1,3,1,1
1956,2,4,Slight Injury,16,4,3,4,5,5,0,3,5,0,7,7,5,6,5,2,0,0,0,3,0,3,3,2,1
1957,1,1,Slight Injury,14,3,6,1,5,5,2,3,11,0,9,7,5,8,5,2,7,2,0,3,0,3,3,2,1
1958,3,1,Slight Injury,18,4,2,4,0,1,0,2,0,8,1,7,5,1,5,2,1,4,0,3,0,0,3,1,2
1959,3,1,Slight Injury,18,4,2,4,3,5,1,2,9,17,7,2,5,8,5,2,1,6,0,3,0,1,3,0,1
1960,3,1,Slight Injury,18,4,4,4,5,5,1,3,10,14,6,2,5,8,5,2,1,4,0,3,0,3,3,2,1
1961,2,1,Slight Injury,17,4,6,5,1,5,0,2,1,17,7,2,5,1,5,2,7,4,0,4,0,0,3,1,1
1962,2,1,Slight Injury,17,4,2,4,0,5,2,2,12,0,6,2,5,1,5,2,7,4,0,3,0,0,3,1,1
1963,2,1,Slight Injury,18,4,2,4,1,5,1,2,9,0,6,3,5,8,5,2,1,1,0,3,0,0,3,1,1
1964,2,1,Slight Injury,18,4,3,4,3,5,4,2,16,3,6,2,5,8,5,2,1,4,0,3,0,0,3,1,1
1965,2,1,Slight Injury,1,5,3,2,3,5,0,2,0,10,7,3,5,8,5,2,7,4,0,3,0,1,0,0,1
1966,2,1,Slight Injury,1,5,3,4,1,5,1,2,1,10,7,3,5,8,5,2,7,0,0,0,0,1,0,0,1
1967,2,1,Slight Injury,9,0,3,4,4,5,1,2,16,4,6,2,5,8,5,2,7,3,0,3,0,1,3,1,1
1968,2,1,Slight Injury,9,0,3,4,0,5,1,2,14,4,9,4,5,2,5,2,7,6,0,3,0,1,3,0,1
1969,2,2,Slight Injury,13,5,3,4,1,1,3,2,13,8,1,2,5,8,5,2,2,4,0,0,0,0,3,1,1
1970,2,2,Slight Injury,13,5,2,4,3,0,3,2,12,0,7,4,5,8,5,2,2,6,0,3,0,0,3,0,1
1971,2,2,Slight Injury,13,5,1,4,0,3,3,2,1,0,9,2,5,8,5,2,2,6,0,3,0,0,3,1,1
1972,2,1,Serious Injury,16,6,4,4,5,5,2,3,9,0,7,7,5,8,5,2,7,6,0,3,0,3,3,2,1
1973,2,1,Serious Injury,16,6,4,4,5,5,1,3,0,3,7,11,5,8,5,2,7,6,0,3,0,3,3,2,1
1974,2,1,Slight Injury,0,6,1,4,5,2,0,3,11,3,7,2,5,8,5,2,0,1,0,3,0,3,0,2,1
1975,2,1,Slight Injury,0,6,4,1,4,5,1,2,10,0,7,2,5,8,5,2,0,2,0,3,0,1,0,0,1
1976,1,1,Slight Injury,11,6,4,4,5,1,2,3,12,14,7,2,5,8,5,2,1,6,0,3,0,3,3,2,2
1977,2,1,Slight Injury,20,4,6,4,0,5,2,2,10,17,12,2,5,8,5,2,0,4,0,3,0,0,3,1,1
1978,2,1,Slight Injury,20,4,2,5,4,5,0,2,10,7,6,2,5,8,5,2,0,2,0,3,0,2,3,1,1
1979,1,1,Serious Injury,21,4,4,6,5,5,2,3,9,13,6,2,5,8,5,2,7,2,0,3,0,3,0,2,2
1980,2,1,Slight Injury,17,5,4,4,1,2,3,2,1,5,6,4,5,8,5,2,1,2,0,3,0,0,3,0,1
1981,2,1,Slight Injury,17,5,0,4,3,5,4,2,11,8,12,2,5,8,5,2,1,5,0,3,0,1,3,1,0
1982,2,1,Slight Injury,20,2,3,1,1,5,1,2,9,4,12,2,5,8,5,2,7,4,0,0,0,1,0,0,1
1983,2,1,Slight Injury,20,2,3,1,1,5,2,2,7,5,6,2,5,8,5,2,7,2,0,3,0,1,0,0,1
1984,1,1,Slight Injury,7,1,4,1,1,5,0,2,16,6,6,2,5,2,5,2,0,2,0,3,0,0,3,1,1
1985,2,1,Slight Injury,14,1,1,2,0,3,0,2,14,0,12,7,5,8,7,2,7,2,0,0,0,2,3,0,1
1986,2,1,Slight Injury,14,1,1,4,5,0,1,3,1,0,13,2,5,8,5,2,7,2,0,3,0,3,3,2,1
1987,2,1,Slight Injury,8,6,3,0,0,3,1,2,8,0,7,2,5,8,5,2,0,2,0,3,0,0,3,0,1
1988,2,1,Slight Injury,8,6,1,4,0,4,4,2,13,14,7,4,5,8,0,2,0,4,0,3,0,2,3,0,1
1989,2,1,Slight Injury,13,1,1,4,4,3,1,2,0,17,7,2,5,1,5,2,7,2,0,3,0,2,3,1,1
1990,2,1,Slight Injury,13,1,0,2,5,5,4,3,1,11,9,2,5,8,5,2,7,4,0,3,0,3,3,2,1
1991,2,1,Slight Injury,18,5,2,4,0,0,1,2,11,11,7,2,5,8,5,2,7,4,0,0,0,0,3,0,1
1992,2,1,Slight Injury,18,5,4,4,0,0,1,2,15,14,7,9,5,8,1,2,7,4,0,3,0,2,3,0,1
1993,2,1,Slight Injury,16,5,4,4,4,5,0,2,0,0,4,2,5,8,1,2,1,4,0,3,0,2,3,1,1
1994,2,1,Slight Injury,16,5,6,1,5,5,4,3,12,2,1,2,5,8,5,2,1,4,0,3,0,3,3,2,1
1995,2,1,Slight Injury,18,0,4,4,1,3,0,2,1,0,2,7,5,8,5,2,7,2,0,3,0,0,3,1,2
1996,2,1,Slight Injury,18,0,0,4,5,5,4,3,10,5,6,4,5,8,5,2,7,2,0,3,0,3,3,2,1
1997,1,1,Slight Injury,19,4,1,1,1,5,4,2,11,0,7,2,5,8,5,2,7,2,0,3,0,0,3,0,1
1998,1,1,Slight Injury,17,6,0,2,5,5,4,3,10,10,6,2,5,1,5,2,1,4,0,3,0,3,3,2,1
1999,2,1,Slight Injury,17,6,2,4,0,5,0,1,12,13,6,3,5,8,5,2,7,2,0,3,0,0,3,0,1
2000,2,1,Slight Injury,17,6,4,4,1,5,4,2,13,0,7,7,5,8,5,2,7,2,0,3,0,2,3,0,2
2001,2,1,Slight Injury,18,0,3,2,1,3,0,2,3,10,9,2,5,8,5,2,7,4,0,3,0,0,3,0,1
2002,2,1,Slight Injury,18,0,2,1,5,3,4,3,0,17,6,2,7,8,5,2,7,6,0,3,0,3,3,2,0
2003,2,1,Slight Injury,9,0,4,1,0,3,1,2,3,5,9,3,5,2,5,2,2,6,0,3,0,0,3,0,1
2004,2,1,Slight Injury,9,0,2,4,4,5,2,2,0,5,12,2,5,8,5,2,2,2,0,4,0,1,3,0,2
2005,2,1,Slight Injury,17,2,2,1,1,3,1,2,12,9,6,2,2,8,5,2,1,2,0,3,0,0,3,0,1
2006,2,1,Slight Injury,17,2,1,4,4,2,3,2,10,5,7,2,5,8,5,2,1,6,0,3,0,1,3,0,1
2007,1,2,Slight Injury,16,3,3,4,4,3,1,2,1,5,7,2,5,8,5,2,7,4,0,3,0,1,3,0,2
2008,1,2,Slight Injury,16,3,2,4,5,3,1,3,1,9,2,2,5,8,5,2,7,6,0,3,0,3,3,2,1
2009,1,3,Slight Injury,16,4,0,2,5,5,1,3,2,11,6,2,5,8,5,2,7,2,0,3,0,3,3,2,1
2010,1,3,Slight Injury,16,4,2,1,5,5,1,3,10,0,7,11,5,8,5,2,7,2,0,3,0,3,3,2,1
2011,1,3,Slight Injury,16,4,1,1,0,5,1,2,1,8,6,2,6,2,5,2,7,2,0,3,0,0,3,1,1
2012,1,2,Slight Injury,15,4,4,4,0,5,0,2,0,14,6,7,5,8,5,2,0,2,0,3,0,1,3,1,1
2013,1,2,Slight Injury,15,4,4,4,4,3,0,2,7,7,6,2,2,8,0,2,0,2,0,3,0,2,3,0,1
2014,2,1,Slight Injury,18,4,2,4,1,3,1,2,13,17,2,2,2,8,5,2,1,4,0,3,0,0,3,0,1
2015,2,1,Slight Injury,18,4,2,4,5,3,0,3,13,0,6,2,1,8,5,2,1,4,0,3,0,3,3,2,1
2016,2,1,Slight Injury,23,4,0,1,5,2,1,3,10,14,7,2,1,6,5,2,0,0,0,3,0,3,0,2,1
2017,2,1,Slight Injury,23,4,6,4,1,5,1,2,12,8,7,2,5,8,5,2,0,2,0,3,0,0,0,1,1
2018,2,1,Slight Injury,18,0,3,1,4,2,1,2,16,5,2,2,7,8,5,2,1,5,1,3,0,1,3,0,1
2019,2,1,Slight Injury,18,0,0,4,5,0,4,3,11,0,12,4,5,2,5,2,1,4,0,3,0,3,3,2,1
2020,2,1,Slight Injury,14,1,6,5,1,5,1,2,10,17,2,3,5,8,5,2,0,2,0,4,0,0,3,1,1
2021,2,1,Slight Injury,14,1,3,4,0,3,4,1,1,5,6,4,5,8,0,2,0,4,0,3,0,2,3,0,1
2022,2,1,Slight Injury,7,0,1,1,4,1,1,2,3,5,7,2,5,8,5,2,0,6,0,3,0,2,3,0,1
2023,2,1,Slight Injury,7,0,2,4,0,3,4,2,1,5,2,2,4,2,5,2,0,2,3,3,0,0,3,1,1
2024,1,1,Serious Injury,9,6,4,4,0,0,1,2,16,8,7,2,5,2,5,2,0,0,0,0,0,1,3,1,1
2025,1,1,Slight Injury,8,6,2,4,1,3,1,2,13,8,7,4,5,8,5,2,1,0,0,0,0,0,3,0,1
2026,2,1,Slight Injury,7,6,3,2,5,2,1,3,4,0,6,2,1,8,5,4,0,2,0,1,3,3,3,2,1
2027,2,1,Slight Injury,7,6,2,4,5,3,0,3,2,7,7,11,5,2,5,4,0,2,0,1,3,3,3,2,1
2028,2,1,Slight Injury,21,6,0,1,1,1,1,2,19,17,7,2,5,2,5,2,7,2,0,3,0,0,0,1,2
2029,2,1,Slight Injury,21,6,6,4,5,5,4,3,1,0,9,2,5,8,5,2,7,2,0,0,0,3,0,2,0
2030,2,1,Slight Injury,8,4,0,0,0,3,1,2,10,0,9,2,5,1,5,2,0,5,0,3,0,0,3,1,1
2031,2,1,Slight Injury,8,4,3,4,0,2,1,2,13,11,6,2,5,8,5,2,0,4,0,3,0,0,3,1,1
2032,2,1,Slight Injury,14,4,0,4,0,5,0,2,12,5,1,3,9,8,5,2,0,6,0,3,0,0,3,0,1
2033,2,1,Slight Injury,14,4,2,4,3,5,1,1,0,11,6,3,6,8,5,2,0,6,2,0,0,0,3,0,1
2034,1,1,Slight Injury,12,0,1,4,3,2,0,2,11,17,4,2,5,8,5,2,7,6,0,3,0,1,3,1,1
2035,2,1,Slight Injury,15,0,6,5,4,5,1,2,16,17,13,2,9,8,2,2,1,5,5,4,0,2,3,1,1
2036,2,1,Slight Injury,15,0,1,4,4,5,0,1,3,0,9,9,5,2,5,2,1,4,5,3,0,2,3,1,1
2037,1,1,Serious Injury,20,0,1,4,5,3,2,3,12,0,9,2,5,2,5,2,7,6,0,0,0,3,0,2,1
2038,2,1,Serious Injury,8,2,3,4,1,0,1,2,11,5,4,2,5,8,5,2,1,6,2,3,0,1,3,0,1
2039,2,1,Serious Injury,8,2,0,4,5,1,1,3,1,0,9,2,5,8,5,2,1,4,0,3,0,3,3,2,1
2040,1,1,Slight Injury,16,2,0,0,1,5,0,2,3,10,9,2,5,8,5,2,0,6,0,3,0,0,3,0,1
2041,2,1,Slight Injury,15,3,5,0,5,5,1,3,1,0,6,2,5,8,5,2,7,4,2,3,0,3,3,2,1
2042,2,1,Slight Injury,15,3,0,4,1,1,0,2,1,11,6,2,0,8,5,2,7,0,0,3,0,0,3,1,1
2043,2,1,Slight Injury,20,5,2,4,3,3,1,1,0,5,6,2,5,8,1,2,0,6,0,3,0,2,0,0,1
2044,2,1,Slight Injury,20,5,3,4,5,0,3,3,17,0,6,2,0,8,5,2,0,4,0,3,0,3,0,2,1
2045,1,1,Slight Injury,13,6,3,4,0,5,4,2,3,4,6,11,5,8,5,2,7,1,0,3,0,0,3,1,1
2046,1,1,Serious Injury,10,6,2,4,3,5,1,2,10,10,6,4,5,8,6,2,7,4,0,3,0,2,3,0,1
2047,2,1,Slight Injury,18,4,1,1,5,5,1,3,3,10,6,1,5,8,5,2,7,6,0,3,0,3,3,2,1
2048,2,1,Slight Injury,18,4,1,4,3,3,4,1,0,17,9,2,5,5,5,2,7,6,0,3,0,0,3,1,1
2049,2,2,Slight Injury,4,2,4,4,4,2,1,2,12,3,9,2,5,8,5,2,1,1,0,3,0,1,0,0,1
2050,2,2,Slight Injury,4,2,1,4,4,5,0,2,1,5,7,2,5,2,5,2,1,1,0,3,0,1,0,0,1
2051,1,1,Slight Injury,13,3,1,4,5,2,1,3,10,4,2,4,5,8,5,4,7,4,0,3,3,3,3,2,1
2052,2,1,Slight Injury,7,4,2,1,1,5,2,2,9,5,1,2,5,8,5,2,7,6,0,3,0,0,3,1,1
2053,2,1,Slight Injury,7,4,3,4,5,5,0,3,9,9,4,3,5,8,5,2,7,4,0,3,0,3,3,2,1
2054,2,1,Slight Injury,23,0,6,5,1,5,0,2,10,17,9,4,9,8,6,2,7,6,1,4,0,2,0,0,1
2055,2,1,Slight Injury,23,0,1,4,5,3,4,3,10,15,9,2,8,8,5,2,7,6,0,3,0,3,0,2,1
2056,2,2,Slight Injury,17,0,2,4,1,1,1,2,10,17,6,2,5,8,5,2,0,0,0,3,0,0,3,0,1
2057,2,2,Slight Injury,17,0,1,0,4,1,0,1,11,0,0,2,5,2,1,2,0,4,0,3,0,2,3,1,1
2058,2,2,Slight Injury,17,0,6,5,5,5,0,3,3,17,13,11,5,2,5,2,0,6,0,4,0,3,3,2,1
2059,2,1,Serious Injury,15,4,0,5,1,5,0,2,1,5,4,2,5,8,5,2,1,6,0,3,0,0,3,1,1
2060,2,1,Serious Injury,15,4,1,4,1,5,4,2,0,0,9,2,5,2,5,2,1,3,0,3,0,1,3,0,1
2061,2,1,Slight Injury,19,2,3,4,0,4,0,2,3,0,9,2,5,2,5,2,1,4,0,0,0,0,3,1,1
2062,2,1,Slight Injury,19,2,4,4,5,2,4,3,3,5,7,2,5,8,5,2,1,4,0,3,0,3,3,2,1
